OrderID,CustomerID,ManagerID,Quantity,Price,Freight,OrderDate,ShippedDate
1380,HK22,man44,1,60.35,26.73,2020-08-02,2020-10-07
1381,WV54,man54,8,58.35,17.46,2020-07-31,2020-10-20
1382,JP48,man37,29,31.84,16.96,2020-09-07,2020-10-13
1383,GW43,man03,42,93.25,24.93,2020-09-26,2020-10-14
1384,JM03,man42,11,84.35,11.37,2020-08-17,2020-10-21
1385,OP23,man77,46,62.0,29.08,2020-09-02,2020-10-12
1386,WL33,man22,38,50.95,25.03,2020-08-18,2020-10-22
1387,WD84,man40,90,26.6,23.52,2020-08-02,2020-10-05
1388,VO90,man13,68,53.77,15.04,2020-09-05,2020-10-14
1389,GT49,man19,34,81.3,21.64,2020-09-10,2020-09-26
1390,QC51,man88,72,52.92,11.43,2020-08-15,2020-10-09
1391,VU57,man10,54,88.26,26.84,2020-08-12,2020-09-28
1392,TR80,man03,40,42.9,23.01,2020-09-01,2020-10-16
1393,DM58,man77,44,24.35,24.73,2020-09-12,2020-10-11
1394,UR70,man06,45,44.22,15.19,2020-08-06,2020-10-07
1395,WF43,man60,32,88.17,11.9,2020-07-29,2020-10-07
1396,YO70,man23,89,26.35,14.2,2020-08-11,2020-10-07
1397,KP36,man06,48,66.41,24.6,2020-09-21,2020-10-03
1398,GX78,man29,90,64.87,11.19,2020-08-31,2020-09-27
1399,LK79,man33,98,53.89,29.63,2020-08-11,2020-10-24
1400,NW21,man58,77,68.16,15.55,2020-08-06,2020-10-10
1401,HY08,man47,23,36.2,29.94,2020-08-26,2020-10-16
1402,ZQ77,man92,15,74.39,24.1,2020-07-30,2020-10-12
1403,PA30,man59,57,26.16,13.68,2020-08-10,2020-10-15
1404,DY76,man86,43,62.84,26.13,2020-08-24,2020-10-14
1405,ZC07,man49,92,55.11,20.45,2020-09-18,2020-10-20
1406,JL91,man04,57,76.7,13.25,2020-08-31,2020-10-08
1407,CV52,man26,15,78.39,20.29,2020-08-25,2020-10-23
1408,VW91,man88,67,94.14,12.97,2020-08-07,2020-10-09
1409,XV41,man18,13,77.03,17.89,2020-09-22,2020-10-18
1410,PT87,man02,5,93.6,16.11,2020-08-08,2020-10-02
1411,IR02,man40,37,33.89,15.62,2020-08-02,2020-10-14
1412,MD42,man00,45,21.17,15.66,2020-08-06,2020-10-09
1413,FY82,man86,39,76.55,21.83,2020-08-23,2020-10-23
1414,RW94,man59,43,99.48,11.9,2020-08-29,2020-10-24
1415,RT77,man68,18,94.74,15.2,2020-08-10,2020-09-30
1416,PL25,man11,73,34.3,14.96,2020-09-23,2020-10-10
1417,VH88,man80,85,35.63,23.35,2020-08-01,2020-10-25
1418,YF09,man65,75,99.74,28.64,2020-08-10,2020-10-01
1419,LB52,man39,42,85.11,28.7,2020-08-29,2020-09-27
1420,HE63,man11,5,73.31,24.97,2020-08-17,2020-10-04
1421,ZZ82,man35,96,81.73,15.12,2020-09-25,2020-10-10
1422,XG33,man14,75,33.54,20.02,2020-09-12,2020-09-27
1423,NR27,man23,81,41.58,18.45,2020-09-23,2020-09-27
1424,KY93,man28,31,83.4,25.25,2020-09-08,2020-09-27
1425,XR38,man20,33,70.82,17.43,2020-09-12,2020-10-26
1426,LJ29,man83,32,88.45,17.12,2020-08-17,2020-10-08
1427,JW91,man58,27,47.15,22.99,2020-09-24,2020-10-23
1428,IR07,man98,95,69.93,27.32,2020-09-25,2020-10-23
1429,HR49,man45,41,38.87,20.91,2020-09-18,2020-10-15
1430,PY40,man41,32,85.26,12.55,2020-08-02,2020-10-20
1431,LF32,man32,59,96.67,24.43,2020-09-26,2020-10-03
1432,HI06,man21,44,66.56,22.55,2020-09-04,2020-10-25
1433,RB03,man34,92,79.46,25.79,2020-09-12,2020-10-10
1434,CD48,man68,39,80.69,21.2,2020-09-07,2020-09-30
1435,LT57,man20,6,65.6,10.66,2020-08-24,2020-10-26
1436,PE66,man08,87,29.7,21.1,2020-09-02,2020-10-07
1437,YK91,man70,77,75.74,23.03,2020-09-12,2020-09-30
1438,TG75,man63,46,65.81,19.73,2020-09-15,2020-09-26
1439,JW58,man77,50,25.22,24.27,2020-09-13,2020-09-30
1440,NU58,man79,44,90.12,25.87,2020-09-10,2020-09-26
1441,CG88,man13,3,20.59,26.43,2020-09-25,2020-10-01
1442,HZ71,man96,63,37.04,27.7,2020-08-03,2020-10-18
1443,OB29,man88,34,78.45,21.79,2020-08-14,2020-10-22
1444,GL09,man54,67,28.02,19.35,2020-09-14,2020-10-08
1445,JC09,man08,70,33.81,18.72,2020-07-29,2020-09-26
1446,QA00,man52,10,87.17,11.23,2020-09-07,2020-10-11
1447,UV23,man45,34,37.3,29.25,2020-08-02,2020-10-07
1448,KU94,man04,23,53.9,23.24,2020-09-21,2020-09-27
1449,ZS18,man59,60,39.47,19.24,2020-08-20,2020-10-18
1450,AN86,man98,55,60.56,28.41,2020-09-08,2020-09-29
1451,ZB75,man47,20,45.78,24.38,2020-09-09,2020-10-07
1452,VH89,man80,64,45.27,18.23,2020-09-15,2020-10-06
1453,UA19,man68,62,34.61,29.08,2020-09-22,2020-10-11
1454,VM43,man89,4,78.05,29.24,2020-09-05,2020-10-03
1455,DN23,man06,36,28.22,27.0,2020-08-30,2020-09-28
1456,AL36,man72,91,27.0,26.12,2020-08-21,2020-10-21
1457,MA11,man79,97,40.88,29.77,2020-08-23,2020-10-25
1458,LL02,man26,52,62.89,13.98,2020-08-04,2020-10-19
1459,XS50,man43,31,26.13,27.83,2020-08-09,2020-10-11
1460,SY64,man02,24,21.48,29.69,2020-09-26,2020-10-16
1461,HC43,man42,39,79.18,28.16,2020-08-16,2020-10-17
1462,HK09,man15,43,73.3,13.92,2020-08-31,2020-10-19
1463,FZ90,man26,88,51.37,29.0,2020-09-03,2020-10-02
1464,OL31,man03,30,70.66,28.36,2020-07-31,2020-10-08
1465,CZ46,man04,63,76.32,12.26,2020-09-08,2020-10-23
1466,LL85,man65,92,53.26,25.37,2020-08-20,2020-10-05
1467,SV67,man62,99,88.04,16.91,2020-09-01,2020-10-08
1468,IF68,man65,86,66.66,11.44,2020-08-05,2020-10-07
1469,ZH58,man44,48,88.5,24.91,2020-09-09,2020-10-13
1470,KB23,man09,23,22.42,18.14,2020-09-22,2020-10-14
1471,MS01,man19,67,52.66,24.63,2020-07-29,2020-10-11
1472,KU37,man12,62,57.96,15.25,2020-09-12,2020-10-21
1473,TA18,man54,51,23.96,23.27,2020-08-02,2020-10-07
1474,OP87,man12,53,29.35,16.8,2020-09-06,2020-10-15
1475,QI72,man70,5,96.27,21.56,2020-08-20,2020-10-08
1476,GN09,man32,47,41.98,29.73,2020-08-11,2020-10-26
1477,NN37,man95,16,28.88,16.16,2020-08-15,2020-09-27
1478,PZ60,man82,28,35.12,15.98,2020-09-15,2020-10-12
1479,AG02,man61,85,50.41,25.07,2020-09-10,2020-10-09
1480,NL25,man96,60,56.22,18.3,2020-08-30,2020-10-19
1481,ZS79,man33,95,21.13,24.63,2020-09-15,2020-10-08
1482,EH43,man72,49,76.76,19.03,2020-07-28,2020-10-17
1483,NJ19,man37,39,96.01,24.49,2020-09-18,2020-10-10
1484,LF50,man85,1,38.25,12.48,2020-08-02,2020-10-11
1485,UO63,man16,47,76.37,27.33,2020-08-26,2020-10-01
1486,QR23,man40,13,30.41,13.35,2020-08-25,2020-10-13
1487,TW64,man57,56,82.99,25.65,2020-08-10,2020-10-23
1488,EO98,man55,60,29.73,15.61,2020-08-09,2020-10-17
1489,IP06,man08,89,28.44,13.25,2020-08-13,2020-10-26
1490,DL15,man73,41,51.34,14.96,2020-09-09,2020-10-09
1491,IC69,man26,2,40.41,27.51,2020-08-03,2020-10-20
1492,BS69,man70,59,82.17,14.04,2020-07-29,2020-10-13
1493,KF66,man78,51,66.66,11.41,2020-08-22,2020-10-23
1494,JZ87,man84,53,36.29,29.14,2020-09-12,2020-10-03
1495,TS19,man80,56,91.16,21.43,2020-08-04,2020-10-18
1496,CP60,man63,100,47.45,27.69,2020-09-14,2020-10-09
1497,EI46,man95,43,20.66,13.29,2020-09-07,2020-10-03
1498,KT08,man57,96,93.16,19.46,2020-09-20,2020-10-10
1499,DM79,man14,52,65.54,14.23,2020-08-30,2020-10-12
1500,VK71,man90,7,54.04,19.8,2020-09-15,2020-10-06
1501,SE45,man27,15,96.2,19.79,2020-08-08,2020-09-29
1502,PR65,man81,98,34.87,27.59,2020-09-13,2020-10-03
1503,CC44,man95,41,57.09,18.72,2020-09-13,2020-10-10
1504,RX68,man42,68,83.26,10.81,2020-09-19,2020-10-13
1505,MB04,man94,5,57.39,11.36,2020-09-20,2020-10-16
1506,OP06,man97,88,74.87,10.2,2020-08-08,2020-10-01
1507,CX01,man93,9,51.15,17.59,2020-08-07,2020-10-07
1508,ZE76,man29,42,58.5,17.19,2020-08-10,2020-10-21
1509,DL41,man76,79,50.41,20.18,2020-09-14,2020-10-20
1510,GO62,man75,25,78.75,28.49,2020-09-26,2020-09-27
1511,IT96,man71,96,20.15,20.99,2020-07-29,2020-10-23
1512,NP26,man71,81,26.71,18.37,2020-09-08,2020-10-05
1513,LT41,man09,36,55.83,14.21,2020-09-12,2020-10-05
1514,FB54,man93,34,40.91,17.04,2020-08-12,2020-10-17
1515,AT27,man83,76,45.16,24.89,2020-08-22,2020-10-07
1516,OO11,man96,29,46.04,22.42,2020-09-17,2020-09-27
1517,BH72,man66,21,35.99,26.77,2020-09-18,2020-10-04
1518,VZ16,man80,3,74.15,15.21,2020-09-01,2020-10-25
1519,CR36,man48,6,81.36,26.54,2020-08-16,2020-09-27
1520,DZ63,man85,58,25.12,26.56,2020-08-04,2020-10-01
1521,KQ42,man99,18,72.37,24.36,2020-09-24,2020-10-20
1522,RE11,man58,63,36.51,17.48,2020-08-02,2020-10-03
1523,YB14,man38,92,71.26,13.07,2020-08-04,2020-10-24
1524,JY32,man65,84,61.16,26.95,2020-08-09,2020-10-14
1525,VX67,man00,47,64.07,13.64,2020-09-02,2020-10-13
1526,NW74,man94,83,36.14,18.85,2020-08-14,2020-10-16
1527,VP54,man97,27,90.63,24.82,2020-08-24,2020-10-25
1528,OO65,man06,58,87.17,29.4,2020-08-08,2020-10-23
1529,GV28,man42,89,68.32,27.92,2020-08-05,2020-10-20
1530,LZ08,man82,34,69.09,22.81,2020-08-31,2020-10-26
1531,FR05,man49,41,74.57,22.07,2020-09-18,2020-10-18
1532,DQ59,man99,1,22.27,27.95,2020-08-04,2020-10-12
1533,QT91,man28,43,95.62,15.56,2020-09-12,2020-10-05
1534,BY84,man70,73,52.47,21.31,2020-09-02,2020-10-16
1535,YQ12,man92,43,31.2,20.39,2020-08-12,2020-10-22
1536,JJ23,man42,58,86.77,12.67,2020-08-08,2020-09-29
1537,HE67,man40,99,75.82,16.88,2020-08-16,2020-09-29
1538,LT13,man40,48,48.37,25.35,2020-08-15,2020-10-02
1539,HT13,man40,34,25.65,14.97,2020-08-11,2020-10-21
1540,HR73,man36,52,63.12,17.06,2020-07-31,2020-10-13
1541,LU17,man18,87,47.36,28.78,2020-09-04,2020-10-16
1542,ZZ55,man01,77,74.67,20.22,2020-09-09,2020-10-13
1543,YU88,man80,93,23.01,27.71,2020-08-26,2020-10-13
1544,LD31,man79,3,87.68,13.18,2020-08-04,2020-10-19
1545,UH60,man11,30,98.65,24.81,2020-08-08,2020-09-29
1546,DH36,man91,24,89.0,28.62,2020-09-02,2020-10-04
1547,TQ70,man00,30,40.93,25.12,2020-09-07,2020-10-07
1548,BD35,man97,62,55.48,29.07,2020-07-28,2020-10-12
1549,VL91,man94,5,72.24,20.19,2020-09-20,2020-10-19
1550,CQ88,man97,80,69.08,26.31,2020-09-13,2020-10-22
1551,ZE74,man04,70,61.01,21.9,2020-09-03,2020-09-30
1552,TU07,man78,24,69.55,14.42,2020-08-15,2020-10-18
1553,DZ42,man30,99,98.55,17.4,2020-09-08,2020-10-17
1554,HI26,man28,24,47.7,23.47,2020-08-12,2020-10-03
1555,FG63,man34,27,46.29,26.66,2020-08-13,2020-09-30
1556,VA08,man03,28,25.55,29.62,2020-08-01,2020-10-23
1557,QP27,man51,96,55.81,10.34,2020-08-18,2020-10-07
1558,XM47,man87,86,38.69,26.67,2020-07-30,2020-10-12
1559,SH24,man60,10,87.24,19.62,2020-08-16,2020-10-12
1560,KY51,man08,6,74.69,29.18,2020-08-27,2020-10-09
1561,YQ47,man47,44,89.35,23.8,2020-09-12,2020-09-28
1562,HE50,man72,49,74.3,17.84,2020-09-05,2020-10-02
1563,GP06,man51,100,88.07,20.77,2020-08-30,2020-10-20
1564,RW60,man25,58,46.15,21.9,2020-07-29,2020-10-01
1565,AW19,man26,34,25.81,18.05,2020-09-11,2020-10-21
1566,ZG57,man65,78,60.98,13.11,2020-08-15,2020-10-08
1567,WA32,man59,100,67.34,18.47,2020-08-27,2020-10-24
1568,HP69,man00,78,87.8,26.93,2020-08-12,2020-10-21
1569,UZ02,man69,64,56.34,23.74,2020-08-07,2020-10-18
1570,MC12,man56,27,77.82,23.93,2020-08-31,2020-10-21
1571,TY78,man98,68,47.48,13.85,2020-08-12,2020-10-26
1572,LG48,man61,57,48.24,27.1,2020-09-15,2020-10-02
1573,AL25,man92,59,53.76,17.09,2020-09-17,2020-10-06
1574,VA50,man26,30,60.47,29.61,2020-09-01,2020-10-14
1575,QY29,man94,55,51.26,13.64,2020-09-07,2020-10-05
1576,ZW28,man23,47,60.82,18.27,2020-08-14,2020-10-22
1577,MG30,man38,32,65.21,20.25,2020-08-03,2020-10-22
1578,BY68,man83,8,24.15,16.27,2020-08-07,2020-10-22
1579,HY52,man55,16,34.43,26.22,2020-09-03,2020-10-25
1580,ZI41,man61,13,87.64,22.01,2020-09-16,2020-09-28
1581,JS17,man97,71,92.89,16.06,2020-09-06,2020-10-14
1582,MA94,man57,24,46.44,11.77,2020-07-31,2020-10-20
1583,HI11,man65,67,67.92,26.08,2020-09-02,2020-10-22
1584,LK85,man82,83,54.18,28.6,2020-08-23,2020-09-28
1585,LJ61,man94,95,68.49,21.87,2020-09-09,2020-10-18
1586,NV27,man53,44,31.02,14.34,2020-07-31,2020-09-26
1587,DW42,man01,70,40.01,20.39,2020-08-16,2020-10-09
1588,ID87,man76,24,54.06,13.91,2020-08-22,2020-10-07
1589,PA91,man37,79,22.99,15.6,2020-07-28,2020-10-07
1590,IL32,man56,36,68.59,26.53,2020-07-29,2020-10-01
1591,CQ93,man61,68,49.63,24.47,2020-07-29,2020-10-07
1592,NV91,man05,64,64.35,26.87,2020-09-07,2020-10-01
1593,SL01,man54,18,51.23,28.98,2020-09-15,2020-10-26
1594,WD81,man99,61,95.23,26.83,2020-08-06,2020-10-01
1595,MJ12,man73,25,67.75,28.01,2020-09-13,2020-10-04
1596,MG91,man73,86,71.62,23.69,2020-08-18,2020-10-25
1597,MW63,man69,5,29.71,15.74,2020-09-10,2020-10-24
1598,UV60,man76,27,68.87,25.81,2020-08-11,2020-10-23
1599,RR76,man03,75,49.64,22.27,2020-08-16,2020-10-01
1600,GS55,man55,71,45.45,28.32,2020-09-03,2020-10-22
1601,SM43,man90,98,34.3,13.39,2020-08-15,2020-10-02
1602,VS58,man38,30,68.96,10.81,2020-09-24,2020-09-30
1603,ZG43,man76,27,39.15,24.49,2020-08-05,2020-10-01
1604,NV72,man92,24,44.07,20.51,2020-09-04,2020-09-30
1605,QV86,man19,88,56.63,22.67,2020-09-09,2020-10-18
1606,OW35,man36,19,53.57,24.96,2020-07-28,2020-10-08
1607,LS77,man73,3,44.19,13.9,2020-09-13,2020-09-30
1608,NJ30,man18,50,42.46,16.13,2020-08-13,2020-10-26
1609,PS33,man07,64,38.33,24.93,2020-08-13,2020-10-23
1610,LB27,man38,85,33.68,23.74,2020-08-04,2020-09-29
1611,PH56,man32,46,87.87,16.9,2020-08-05,2020-10-24
1612,ZB92,man33,100,94.99,18.68,2020-07-28,2020-10-26
1613,GJ81,man93,22,93.81,17.0,2020-08-27,2020-10-01
1614,EX23,man16,75,68.9,21.25,2020-08-29,2020-09-27
1615,AA54,man80,94,31.0,11.33,2020-08-11,2020-09-29
1616,QR97,man00,29,46.42,10.35,2020-09-13,2020-09-26
1617,WC63,man99,45,38.19,16.6,2020-07-29,2020-09-30
1618,KG35,man20,19,56.84,14.39,2020-08-18,2020-09-28
1619,SJ60,man86,92,94.05,24.58,2020-09-19,2020-10-13
1620,TZ74,man96,29,41.43,16.03,2020-09-15,2020-10-24
1621,EE01,man27,34,42.47,26.71,2020-09-03,2020-10-15
1622,AF39,man66,44,54.12,19.7,2020-09-14,2020-10-22
1623,TO25,man78,30,95.15,18.81,2020-08-31,2020-09-28
1624,HB44,man98,50,83.77,26.15,2020-09-03,2020-10-18
1625,QD96,man85,78,96.85,23.68,2020-09-19,2020-09-28
1626,AU64,man30,8,34.48,29.24,2020-09-05,2020-10-19
1627,ED43,man65,92,55.47,23.11,2020-09-03,2020-10-07
1628,KB39,man99,61,36.87,23.23,2020-07-29,2020-10-17
1629,KS58,man75,84,82.32,28.53,2020-08-26,2020-10-11
1630,FX46,man95,20,75.14,11.03,2020-09-06,2020-10-14
1631,VI67,man59,57,70.49,16.66,2020-08-23,2020-10-13
1632,SK65,man69,15,49.75,23.4,2020-08-04,2020-10-03
1633,DL14,man24,18,62.18,16.33,2020-08-18,2020-10-03
1634,BM56,man93,79,75.02,22.64,2020-09-13,2020-10-11
1635,AR30,man51,11,73.64,20.0,2020-08-20,2020-10-05
1636,OQ84,man09,48,39.11,14.43,2020-07-31,2020-09-30
1637,LN07,man71,23,62.47,18.36,2020-08-14,2020-10-10
1638,QK25,man25,61,50.79,26.22,2020-09-07,2020-10-05
1639,OR00,man98,90,92.6,15.82,2020-08-18,2020-10-10
1640,RY58,man52,77,92.37,23.39,2020-09-15,2020-10-08
1641,OW89,man98,13,72.76,18.9,2020-09-05,2020-10-03
1642,HQ45,man41,86,29.8,16.81,2020-09-04,2020-10-20
1643,AT34,man13,22,45.23,13.23,2020-08-21,2020-10-04
1644,CB14,man51,96,86.32,24.38,2020-08-01,2020-10-25
1645,FQ40,man21,19,98.64,17.13,2020-08-03,2020-10-22
1646,EZ99,man71,8,20.91,25.44,2020-08-10,2020-10-19
1647,NY49,man29,36,84.25,27.83,2020-08-23,2020-10-17
1648,LA77,man08,73,84.96,21.72,2020-09-09,2020-10-07
1649,IG83,man87,89,24.27,13.58,2020-07-29,2020-10-13
1650,IH22,man81,98,96.26,14.78,2020-09-21,2020-10-15
1651,NM75,man74,63,69.2,11.09,2020-09-21,2020-09-30
1652,HY63,man06,41,85.73,24.08,2020-08-19,2020-10-19
1653,TP19,man68,21,82.94,18.66,2020-09-12,2020-10-14
1654,UE81,man70,95,30.7,13.53,2020-07-29,2020-10-09
1655,AH82,man54,43,67.17,29.94,2020-09-20,2020-10-18
1656,RW43,man80,29,88.89,11.28,2020-09-12,2020-10-12
1657,NQ92,man12,30,72.42,25.73,2020-08-15,2020-09-26
1658,GN34,man81,19,34.57,28.07,2020-09-11,2020-10-02
1659,GZ11,man37,36,78.24,16.56,2020-08-28,2020-10-03
1660,ID68,man65,69,94.02,10.49,2020-09-25,2020-10-17
1661,AO17,man83,63,38.24,12.53,2020-08-12,2020-10-10
1662,EU70,man76,85,44.04,10.52,2020-08-29,2020-10-10
1663,MO74,man56,2,92.43,10.91,2020-08-31,2020-09-30
1664,AF96,man58,61,88.09,24.68,2020-09-21,2020-10-26
1665,BO29,man97,80,93.81,29.04,2020-08-06,2020-10-22
1666,MG54,man66,60,53.78,23.12,2020-08-28,2020-10-08
1667,RK35,man12,46,69.74,18.46,2020-08-23,2020-10-14
1668,HR44,man61,76,52.99,25.88,2020-09-23,2020-10-23
1669,OR40,man31,11,80.11,14.92,2020-09-08,2020-10-23
1670,MB47,man95,86,69.29,22.49,2020-08-15,2020-10-26
1671,GH89,man75,7,25.33,11.09,2020-09-16,2020-10-10
1672,IS40,man96,56,79.92,20.98,2020-08-25,2020-10-06
1673,XP79,man62,98,63.69,28.38,2020-09-03,2020-10-26
1674,RL64,man02,87,43.0,20.75,2020-08-22,2020-10-08
1675,HO52,man97,44,91.99,24.66,2020-08-09,2020-10-09
1676,BM76,man98,98,52.09,22.75,2020-09-01,2020-10-17
1677,LG72,man97,15,64.74,11.68,2020-08-31,2020-10-02
1678,TP83,man60,70,58.44,28.71,2020-08-23,2020-10-16
1679,WG92,man16,40,74.15,14.23,2020-08-15,2020-10-03
1680,AP38,man78,100,94.34,22.43,2020-08-11,2020-10-21
1681,EL75,man62,56,99.99,28.13,2020-08-03,2020-10-20
1682,NU72,man75,64,42.97,23.05,2020-09-26,2020-10-26
1683,ZQ86,man74,97,45.01,22.7,2020-09-23,2020-10-07
1684,CR46,man93,78,63.59,10.01,2020-08-30,2020-10-05
1685,NG44,man98,7,67.38,28.43,2020-09-10,2020-10-25
1686,AU87,man67,2,57.41,29.37,2020-08-14,2020-10-10
1687,BF56,man18,51,87.9,18.4,2020-07-29,2020-10-21
1688,QP83,man55,90,44.42,28.64,2020-08-12,2020-10-25
1689,MK70,man55,66,97.75,13.27,2020-08-27,2020-10-23
1690,MT30,man89,73,89.62,14.08,2020-09-21,2020-10-26
1691,KF89,man94,39,28.33,19.09,2020-08-07,2020-10-18
1692,KL20,man56,4,29.66,19.63,2020-09-08,2020-10-02
1693,QY74,man82,59,99.2,26.21,2020-09-15,2020-10-06
1694,AP98,man25,87,94.6,16.34,2020-08-13,2020-10-13
1695,SD69,man02,62,61.25,18.74,2020-08-05,2020-09-27
1696,BM20,man65,36,96.32,18.75,2020-09-03,2020-10-20
1697,IM28,man21,9,56.5,13.65,2020-09-12,2020-10-22
1698,UV05,man74,87,62.36,13.33,2020-08-05,2020-10-17
1699,BL27,man92,8,40.52,10.59,2020-09-12,2020-10-13
1700,OK21,man75,50,27.95,25.81,2020-09-23,2020-10-15
1701,OB60,man80,94,62.04,28.25,2020-08-16,2020-09-29
1702,CQ05,man44,49,57.63,28.85,2020-09-04,2020-10-20
1703,GG54,man70,94,65.6,19.25,2020-08-04,2020-09-26
1704,KS72,man66,13,99.07,29.95,2020-08-26,2020-10-05
1705,EU29,man02,100,69.89,12.98,2020-08-11,2020-10-15
1706,JJ77,man93,88,99.79,10.26,2020-09-05,2020-10-02
1707,MV98,man31,83,99.37,24.31,2020-08-28,2020-10-09
1708,IK34,man13,57,66.55,10.84,2020-08-01,2020-10-09
1709,QN86,man21,33,61.8,26.57,2020-09-06,2020-10-20
1710,YK34,man71,55,71.63,15.41,2020-08-31,2020-10-05
1711,IM25,man04,83,57.08,16.62,2020-08-11,2020-10-14
1712,LF74,man30,75,55.1,28.17,2020-08-16,2020-10-25
1713,WZ96,man12,78,34.0,14.58,2020-08-03,2020-10-02
1714,HV49,man08,12,58.22,20.38,2020-08-18,2020-10-20
1715,RW11,man08,38,33.02,17.2,2020-09-24,2020-10-17
1716,ZR09,man26,70,59.07,13.76,2020-08-29,2020-10-26
1717,EC38,man21,3,58.47,24.34,2020-08-13,2020-10-18
1718,EY16,man68,69,98.81,25.91,2020-08-11,2020-10-04
1719,IB12,man59,16,79.09,21.33,2020-08-06,2020-09-30
1720,YZ56,man43,48,87.17,23.03,2020-08-28,2020-10-01
1721,EF54,man13,14,79.56,12.77,2020-08-31,2020-10-04
1722,GS00,man93,28,93.46,27.39,2020-08-08,2020-10-23
1723,IT49,man40,16,26.72,19.26,2020-09-15,2020-10-13
1724,DU47,man81,55,69.92,18.39,2020-09-10,2020-10-14
1725,KW06,man66,96,29.78,10.25,2020-09-08,2020-10-05
1726,OB10,man38,36,49.87,15.99,2020-08-02,2020-09-27
1727,HB63,man26,95,43.54,28.17,2020-09-18,2020-10-16
1728,CI42,man98,19,52.07,28.48,2020-09-17,2020-10-24
1729,GX89,man34,22,89.3,27.82,2020-09-03,2020-10-23
1730,EW56,man90,99,84.98,24.75,2020-08-17,2020-09-30
1731,NU02,man04,68,24.99,21.16,2020-09-04,2020-10-03
1732,CP87,man17,94,71.25,29.32,2020-08-29,2020-10-04
1733,VC19,man68,8,52.6,18.59,2020-09-04,2020-09-26
1734,EC51,man84,3,46.1,25.05,2020-09-09,2020-10-24
1735,PT14,man83,46,33.48,22.3,2020-08-24,2020-10-25
1736,LU01,man09,74,76.99,29.53,2020-09-09,2020-10-18
1737,VJ49,man49,96,28.27,20.68,2020-08-23,2020-10-16
1738,WO06,man10,35,91.69,17.98,2020-08-05,2020-10-10
1739,HA81,man88,76,34.45,15.77,2020-09-19,2020-10-17
1740,ND70,man78,84,44.3,29.01,2020-08-09,2020-10-01
1741,YD76,man85,45,35.13,27.97,2020-09-21,2020-10-06
1742,CC92,man41,95,94.11,24.34,2020-08-22,2020-10-09
1743,LY72,man60,100,66.62,17.64,2020-08-14,2020-10-15
1744,XM41,man91,89,86.89,23.72,2020-09-03,2020-10-23
1745,EU52,man08,4,86.38,14.47,2020-09-08,2020-10-02
1746,NE01,man97,65,69.8,23.56,2020-08-17,2020-09-26
1747,NP52,man72,84,28.42,13.74,2020-08-10,2020-10-16
1748,MP73,man47,3,91.49,12.24,2020-08-30,2020-10-07
1749,AH09,man19,44,58.48,18.91,2020-09-25,2020-10-12
1750,ED04,man96,34,70.3,18.75,2020-08-29,2020-10-08
1751,FO88,man29,73,29.89,28.12,2020-08-15,2020-10-22
1752,SO56,man25,26,35.11,26.74,2020-09-10,2020-10-22
1753,AX76,man51,72,74.36,22.91,2020-09-11,2020-10-18
1754,NH51,man69,34,58.93,21.27,2020-08-12,2020-10-19
1755,ML00,man63,22,50.24,21.83,2020-08-21,2020-09-28
1756,KT17,man02,26,46.64,23.63,2020-08-23,2020-10-07
1757,KW84,man75,62,20.05,24.55,2020-09-26,2020-10-11
1758,FH27,man08,8,71.68,19.39,2020-09-10,2020-10-09
1759,SL78,man62,16,85.85,28.35,2020-09-19,2020-10-25
1760,ES18,man25,27,62.46,28.42,2020-07-30,2020-10-08
1761,HL86,man96,90,56.63,21.52,2020-09-24,2020-09-27
1762,TV81,man74,35,39.1,16.34,2020-08-07,2020-10-24
1763,UT62,man63,96,38.27,17.27,2020-07-28,2020-10-10
1764,XU39,man36,66,96.36,13.29,2020-08-16,2020-10-25
1765,MK72,man72,98,90.19,27.36,2020-08-28,2020-09-30
1766,NP03,man69,73,80.23,12.54,2020-08-22,2020-10-25
1767,PU12,man87,90,49.9,10.15,2020-08-03,2020-10-07
1768,GT18,man82,61,26.98,26.5,2020-09-10,2020-10-12
1769,XM61,man50,59,48.37,22.61,2020-08-25,2020-10-23
1770,VP46,man36,89,76.05,10.39,2020-08-28,2020-10-15
1771,FK65,man83,6,70.02,19.4,2020-08-23,2020-10-19
1772,MW51,man79,91,98.16,10.79,2020-08-10,2020-10-21
1773,FU51,man87,73,68.54,16.26,2020-08-10,2020-10-01
1774,IC04,man24,55,22.67,14.77,2020-09-20,2020-10-18
1775,JP36,man22,87,86.89,11.19,2020-09-11,2020-10-25
1776,RX04,man54,66,79.4,27.72,2020-08-30,2020-09-30
1777,VF40,man44,22,84.93,22.87,2020-09-19,2020-10-18
1778,TG24,man33,85,39.91,27.4,2020-08-05,2020-10-13
1779,GO73,man04,90,89.53,12.54,2020-08-05,2020-10-20
1780,UZ56,man76,42,89.51,23.7,2020-09-25,2020-10-25
1781,MS71,man61,37,38.13,11.48,2020-08-09,2020-10-09
1782,QO51,man89,92,31.4,23.76,2020-09-20,2020-10-08
1783,CZ94,man05,79,70.07,23.91,2020-08-09,2020-10-21
1784,AQ51,man73,4,69.39,16.14,2020-09-08,2020-10-05
1785,XY76,man91,65,93.91,16.71,2020-07-29,2020-10-16
1786,QU23,man24,63,62.42,16.72,2020-08-21,2020-10-08
1787,NX56,man91,84,27.83,27.24,2020-09-16,2020-09-30
